Date,Open,High,Low,Close,Adj Close,Volume
2020-05-01,246.729996,247.000000,229.690002,235.020004,234.091675,5715100
2020-05-04,233.979996,234.979996,231.380005,234.520004,233.593643,2631300
2020-05-05,240.610001,252.039993,239.899994,242.809998,241.850891,2268600
2020-05-06,249.350006,254.490005,244.009995,244.559998,243.593979,2350800
2020-05-07,250.000000,253.759995,247.100006,247.630005,246.651871,1541700
2020-05-08,252.899994,266.369995,252.059998,265.399994,264.351654,2839800
2020-05-11,262.470001,265.190002,259.100006,262.230011,261.194214,1762600
2020-05-12,265.269989,266.910004,255.710007,255.979996,254.968872,1764500
2020-05-13,255.960007,257.239990,241.779999,248.190002,247.209656,2545900
2020-05-14,243.559998,269.989990,240.339996,269.000000,267.937439,3576000
2020-05-15,252.750000,258.089996,248.809998,251.839996,250.845230,3681900
2020-05-18,259.489990,262.989990,253.460007,257.470001,256.453003,2660400
2020-05-19,257.850006,268.200012,256.410004,261.660004,260.626434,1901500
2020-05-20,268.000000,273.420013,267.119995,271.170013,270.098877,2059700
2020-05-21,270.250000,271.290009,260.000000,260.700012,259.670258,1772700
2020-05-22,262.359985,263.829987,257.630005,261.140015,260.108521,1755900
2020-05-26,269.500000,272.049988,265.839996,266.359985,265.307861,1909900
2020-05-27,268.320007,276.459991,258.209991,276.109985,275.019348,2458700
2020-05-28,273.000000,279.809998,265.369995,266.820007,265.766083,2286800
2020-05-29,270.510010,275.799988,266.089996,273.670013,272.589020,2795200
2020-06-01,270.600006,276.269989,269.859985,270.970001,269.899658,1378500
2020-06-02,272.410004,273.489990,267.100006,271.459991,270.387726,1697400
2020-06-03,278.510010,290.000000,275.549988,286.890015,285.756805,2427800
2020-06-04,285.529999,293.600006,283.160004,291.839996,290.687225,2059200
2020-06-05,299.890015,310.000000,299.380005,304.920013,303.715576,2499600
2020-06-08,306.850006,308.029999,296.209991,297.589996,296.414520,1689400
2020-06-09,295.649994,305.769989,293.109985,302.329987,301.135773,1632100
2020-06-10,301.410004,304.670013,299.450012,301.299988,300.109863,1607300
2020-06-11,292.290009,298.630005,281.880005,282.429993,281.314392,2062500
2020-06-12,292.799988,294.399994,276.660004,284.519989,283.396149,2163800
2020-06-15,275.850006,291.739990,274.510010,291.140015,289.990021,2109500
2020-06-16,303.480011,308.750000,299.670013,305.480011,305.480011,2548300
2020-06-17,310.589996,314.440002,307.619995,313.779999,313.779999,1844200
2020-06-18,314.010010,317.730011,312.529999,314.799988,314.799988,1274000
2020-06-19,320.299988,325.119995,313.540009,315.250000,315.250000,2610200
2020-06-22,312.000000,314.839996,307.059998,312.299988,312.299988,1541000
2020-06-23,315.019989,319.059998,312.500000,315.980011,315.980011,1764700
2020-06-24,311.040009,316.630005,303.970001,305.779999,305.779999,1790900
2020-06-25,308.170013,313.380005,300.609985,312.600006,312.600006,1593500
2020-06-26,312.399994,312.690002,300.359985,302.519989,302.519989,4233700
2020-06-29,303.750000,309.000000,300.609985,308.459991,308.459991,1476200
2020-06-30,311.190002,325.799988,308.929993,323.459991,323.459991,2789600
2020-07-01,322.149994,322.769989,316.119995,317.480011,317.480011,1527100
2020-07-02,322.859985,327.450012,318.640015,323.700012,323.700012,1711200
2020-07-06,330.010010,336.989990,328.980011,334.959991,334.959991,1414800
2020-07-07,332.130005,337.269989,327.500000,327.890015,327.890015,1276500
2020-07-08,332.790009,335.399994,329.390015,333.799988,333.799988,989600
2020-07-09,337.359985,338.929993,331.049988,335.760010,335.760010,1659900
2020-07-10,335.089996,340.290009,330.649994,339.980011,339.980011,1432400
2020-07-13,343.000000,350.239990,336.850006,337.140015,337.140015,2160400
2020-07-14,336.070007,347.510010,331.399994,346.059998,346.059998,2018800
2020-07-15,347.070007,348.799988,335.609985,343.220001,343.220001,1637000
2020-07-16,340.269989,346.709991,338.890015,344.880005,344.880005,1182800
2020-07-17,347.859985,348.329987,341.149994,346.269989,346.269989,1129000
2020-07-20,346.269989,355.940002,342.010010,353.750000,353.750000,1248300
2020-07-21,357.369995,362.200012,352.339996,357.019989,357.019989,1743600
2020-07-22,359.970001,363.000000,356.500000,361.959991,361.959991,1036500
2020-07-23,358.850006,367.559998,350.910004,354.820007,354.820007,1724900
2020-07-24,344.209991,348.000000,336.279999,345.720001,345.720001,2002800
2020-07-27,347.440002,360.079987,346.679993,358.079987,358.079987,1752100
2020-07-28,354.609985,358.929993,348.600006,348.929993,348.929993,1332400
2020-07-29,352.100006,361.839996,349.000000,360.829987,360.829987,2167300
2020-07-30,367.779999,381.480011,367.079987,378.540009,378.540009,2567800
2020-07-31,379.559998,380.160004,369.290009,377.160004,377.160004,2040300
2020-08-03,380.799988,387.700012,379.179993,381.410004,381.410004,1517800
2020-08-04,382.179993,385.750000,380.220001,384.959991,384.959991,1148200
2020-08-05,384.579987,387.089996,382.279999,383.470001,383.470001,846500
2020-08-06,377.000000,379.600006,370.790009,377.809998,377.809998,1699600
2020-08-07,378.380005,381.690002,366.450012,372.440002,372.440002,1385400
2020-08-10,372.440002,376.820007,369.149994,375.760010,375.760010,929200
2020-08-11,378.859985,380.869995,367.390015,369.010010,369.010010,1110100
2020-08-12,372.179993,383.279999,369.929993,381.519989,381.519989,1223600
2020-08-13,380.010010,382.450012,374.380005,377.019989,377.019989,1076400
2020-08-14,379.000000,384.989990,373.000000,373.640015,373.640015,1344600
2020-08-17,376.549988,384.170013,372.809998,379.079987,379.079987,1418400
2020-08-18,381.950012,382.700012,372.929993,374.570007,374.570007,1047300
2020-08-19,374.029999,376.190002,368.260010,372.190002,372.190002,1074600
2020-08-20,360.100006,363.399994,355.269989,358.500000,358.500000,2214000
2020-08-21,355.920013,356.709991,350.329987,353.440002,353.440002,2555500
2020-08-24,359.399994,360.670013,347.320007,351.019989,351.019989,1682300
2020-08-25,353.049988,356.299988,350.500000,352.500000,352.500000,1310200
2020-08-26,352.549988,354.000000,348.070007,351.799988,351.799988,1194700
2020-08-27,354.859985,354.859985,338.589996,341.450012,341.450012,1902200
2020-08-28,342.660004,351.989990,341.450012,350.779999,350.779999,1596200
